entry_month,ts_code,month_wuxing,hold_1m,hold_2m,hold_3m,hold_6m,hold_9m,hold_12m,hold_24m
2010-02,000001.SH,木,0.249422,-0.307549,-0.479604,-0.252416,-0.099947,-0.048128,-0.107968
2010-03,000001.SH,木,-0.616232,-0.664149,-0.645901,-0.270419,-0.126964,-0.058213,-0.14689
2010-04,000001.SH,土,-0.706083,-0.659864,-0.287353,0.076823,-0.036945,0.014249,-0.086338
2010-05,000001.SH,火,-0.606377,0.109686,0.073955,0.183682,0.164108,0.05838,-0.043358
2010-06,000001.SH,火,2.128377,0.773939,0.50322,0.370836,0.304854,0.151648,-0.036727
2010-07,000001.SH,土,0.005908,0.042016,0.627099,0.119539,0.140866,0.024353,-0.106923
2010-08,000001.SH,金,0.07942,1.069387,0.30462,0.211983,0.053238,-0.027078,-0.119131
2010-09,000001.SH,金,2.967279,0.434269,0.250111,0.215715,0.053785,-0.111623,-0.113683
2010-10,000001.SH,土,-0.481476,-0.29826,-0.229692,-0.044689,-0.122067,-0.171403,-0.166617
2010-11,000001.SH,水,-0.050305,-0.061116,0.125925,-0.053658,-0.117714,-0.1726,-0.162071
2010-12,000001.SH,水,-0.071803,0.225948,0.182265,-0.032493,-0.207231,-0.216752,-0.101071
2011-01,000001.SH,土,0.619212,0.334296,0.184746,-0.06274,-0.151009,-0.178479,-0.075458
2011-02,000001.SH,木,0.099514,0.013412,-0.204598,-0.218986,-0.253349,-0.164046,-0.097612
2011-03,000001.SH,木,-0.065946,-0.323482,-0.208241,-0.350823,-0.317199,-0.227218,-0.126018
2011-04,000001.SH,土,-0.51001,-0.27104,-0.258528,-0.281309,-0.272863,-0.17695,-0.13511
2011-05,000001.SH,火,0.084476,-0.087888,-0.233113,-0.276593,-0.150075,-0.135317,-0.084265
2011-06,000001.SH,火,-0.232857,-0.355108,-0.467729,-0.365919,-0.233442,-0.19429,-0.153498
2011-07,000001.SH,土,-0.457876,-0.556636,-0.303391,-0.279925,-0.14781,-0.221375,-0.140947
2011-08,000001.SH,金,-0.637404,-0.21035,-0.317608,-0.105243,-0.100021,-0.202474,-0.095933
2011-09,000001.SH,金,0.719675,-0.063863,-0.244635,-0.080078,-0.074889,-0.115739,-0.03991
2011-10,000001.SH,土,-0.490396,-0.499376,-0.25567,-0.057437,-0.191945,-0.161803,-0.068514
2011-11,000001.SH,水,-0.508197,-0.100436,0.173212,0.03355,-0.15993,-0.151408,-0.024494
2011-12,000001.SH,水,0.645405,0.812045,0.120329,0.023794,-0.068059,0.031695,-0.019152
2012-01,000001.SH,土,0.995562,-0.075553,0.19359,-0.158064,-0.127954,0.040483,-0.0583
2012-02,000001.SH,木,-0.571748,-0.076898,-0.089487,-0.289139,-0.238261,-0.025899,-0.079814
2012-03,000001.SH,木,0.98976,0.327639,-0.064423,-0.150018,0.003737,-0.011565,-0.052063
2012-04,000001.SH,土,-0.114152,-0.358467,-0.406115,-0.254613,-0.006057,-0.091142,-0.080427
2012-05,000001.SH,火,-0.535401,-0.513733,-0.445013,-0.303267,-0.003731,-0.030199,-0.072844
2012-06,000001.SH,火,-0.491055,-0.393424,-0.227781,0.039656,0.00671,-0.110641,-0.040615
2012-07,000001.SH,土,-0.277064,-0.048792,-0.064463,0.285852,0.047355,-0.052211,0.023012
2012-08,000001.SH,金,0.251558,0.064245,-0.125319,0.334823,0.168107,0.024841,0.040611
2012-09,000001.SH,金,-0.095034,-0.268778,0.399714,0.14944,-0.067771,0.042421,0.06448
2012-10,000001.SH,土,-0.409165,0.740776,0.767344,0.10818,-0.048092,0.035157,0.081574
2012-11,000001.SH,水,4.128848,2.056669,1.03703,0.349893,0.080419,0.121401,0.163997
2012-12,000001.SH,水,0.821701,0.283767,-0.056084,-0.23921,-0.055117,-0.067492,0.19395
2013-01,000001.SH,土,-0.095319,-0.320543,-0.305136,-0.301394,-0.1339,-0.147705,0.160098
2013-02,000001.SH,木,-0.489697,-0.391022,-0.105457,-0.213155,-0.080929,-0.130745,0.182943
2013-03,000001.SH,木,-0.273267,0.184371,-0.386809,-0.054634,-0.071264,-0.090902,0.294487
2013-04,000001.SH,土,0.930191,-0.436744,-0.297631,-0.033054,-0.087667,-0.069586,0.428079
2013-05,000001.SH,火,-0.835634,-0.576311,-0.307886,-0.068414,-0.139014,-0.113615,0.415834
2013-06,000001.SH,火,0.092153,0.420236,0.457487,0.142985,0.036611,0.034924,0.470061
2013-07,000001.SH,土,0.846875,0.683701,0.331187,0.039794,0.021833,0.104205,0.355566
2013-08,000001.SH,金,0.534944,0.13016,0.253916,-0.039704,-0.037419,0.056624,0.236057
2013-09,000001.SH,金,-0.167878,0.13333,-0.103653,-0.125778,-0.0767,0.087005,0.184818
2013-10,000001.SH,土,0.543568,-0.069705,-0.187813,-0.104737,0.037497,0.130072,0.25676
2013-11,000001.SH,水,-0.439319,-0.410857,-0.264569,-0.156623,-0.001983,0.20821,0.245645
2013-12,000001.SH,水,-0.380949,-0.157723,-0.147358,-0.062921,0.159178,0.528692,0.29329
2014-01,000001.SH,土,0.145997,0.000662,-0.013163,0.172606,0.261604,0.579062,0.160399
2014-02,000001.SH,木,-0.126242,-0.084251,-0.032832,0.162615,0.425638,0.609832,0.143324
2014-03,000001.SH,木,-0.040242,0.017553,0.029878,0.351579,0.85711,0.843252,0.215465
2014-04,000001.SH,土,0.078828,0.066837,0.393345,0.426467,0.84693,1.191937,0.204181
2014-05,000001.SH,火,0.054979,0.583478,0.397559,0.730865,0.907832,1.26153,0.195937
2014-06,000001.SH,火,1.376733,0.608546,0.77377,1.49381,1.237953,1.088152,0.195928
2014-07,000001.SH,土,0.088646,0.532342,0.460377,1.126406,1.549282,0.664147,0.163307
2014-08,000001.SH,金,1.156873,0.69143,1.14366,1.229078,1.655093,0.445961,0.179668
2014-09,000001.SH,金,0.326427,1.137084,2.506142,1.513784,1.204873,0.291433,0.127428
2014-10,000001.SH,土,2.443182,4.700364,2.096188,2.368173,0.738203,0.39765,0.131858
2014-11,000001.SH,水,8.437244,1.936034,1.317898,1.954893,0.26811,0.284241,0.100645
2014-12,000001.SH,水,-0.086567,0.148733,0.802297,0.74848,-0.074266,0.094138,-0.020465
2015-01,000001.SH,土,0.444645,1.531635,2.66405,0.302379,0.072149,-0.147261,-0.008005
2015-02,000001.SH,木,3.436505,4.835277,2.766943,-0.062032,0.054784,-0.187996,-0.01041
2015-03,000001.SH,木,6.675063,2.471067,0.69627,-0.336538,-0.073553,-0.198506,-0.072735
2015-04,000001.SH,土,0.569799,-0.202553,-0.537072,-0.420034,-0.475474,-0.338461,-0.15724
2015-05,000001.SH,火,-0.594903,-0.74861,-0.766446,-0.44185,-0.513128,-0.367567,-0.177855
2015-06,000001.SH,火,-0.843996,-0.822662,-0.7405,-0.315327,-0.375736,-0.315067,-0.136067
2015-07,000001.SH,土,-0.798411,-0.665314,-0.273406,-0.441665,-0.254863,-0.1868,-0.054822
2015-08,000001.SH,金,-0.44434,0.379445,0.333875,-0.297044,-0.118497,-0.037584,0.023862
2015-09,000001.SH,金,2.424518,1.066655,0.806463,-0.031758,-0.053432,-0.015749,0.047385
2015-10,000001.SH,土,0.247201,0.312031,-0.57096,-0.245415,-0.155695,-0.083389,0.001593
2015-11,000001.SH,水,0.38023,-0.748361,-0.62954,-0.283398,-0.136799,-0.056704,-0.018783
2015-12,000001.SH,水,-0.954122,-0.808073,-0.481034,-0.314807,-0.196107,-0.123063,-0.033332
2016-01,000001.SH,土,-0.197086,0.745444,0.327147,0.184405,0.180541,0.153992,0.127605
2016-02,000001.SH,木,2.794398,0.706256,0.386163,0.317641,0.288101,0.206013,0.101176
2016-03,000001.SH,木,-0.232735,-0.162182,-0.095337,0.000525,0.044507,0.072772,0.027095
2016-04,000001.SH,土,-0.085141,-0.01767,0.057015,0.113428,0.101448,0.073625,0.024196
2016-05,000001.SH,火,0.054777,0.136173,0.252506,0.241703,0.151325,0.068766,0.030206
2016-06,000001.SH,火,0.223851,0.364864,0.106545,0.122338,0.135484,0.089712,-0.014127
2016-07,000001.SH,土,0.522125,0.052178,0.172851,0.12436,0.07922,0.098576,-0.017427
2016-08,000001.SH,金,-0.272675,0.029531,0.230994,0.103842,0.013717,0.089231,-0.060188
2016-09,000001.SH,金,0.457305,0.601473,0.138356,0.150236,0.084158,0.114568,-0.030991
2016-10,000001.SH,土,0.759904,0.006102,0.077874,0.035246,0.074878,0.094454,-0.083772
2016-11,000001.SH,水,-0.424832,-0.156456,-0.010176,-0.080086,0.045703,0.020663,-0.107611
2016-12,000001.SH,水,0.237144,0.298493,0.162241,0.058035,0.10675,0.065581,-0.103596
2017-01,000001.SH,土,0.362885,0.126507,-0.005697,0.073382,0.100037,0.101821,-0.095501
2017-02,000001.SH,木,-0.068873,-0.150724,-0.145059,0.074814,0.031155,0.005452,-0.047521
2017-03,000001.SH,木,-0.22538,-0.180781,-0.036828,0.080006,0.035182,-0.016638,-0.020657
2017-04,000001.SH,土,-0.133615,0.074018,0.158751,0.157048,0.140184,-0.022958,-0.01217
2017-05,000001.SH,火,0.33141,0.340076,0.351233,0.132447,0.061296,-0.006962,-0.035681
2017-06,000001.SH,火,0.348799,0.361255,0.211011,0.073181,-0.009814,-0.108071,-0.034025
2017-07,000001.SH,土,0.373826,0.147489,0.155347,0.131013,-0.076959,-0.12118,-0.053448
2017-08,000001.SH,金,-0.041559,0.059505,-0.050914,-0.059433,-0.103857,-0.189109,-0.07329
2017-09,000001.SH,金,0.171225,-0.055558,-0.048962,-0.104633,-0.194514,-0.15754,-0.068607
2017-10,000001.SH,土,-0.238429,-0.143009,0.107191,-0.17496,-0.197776,-0.232974,-0.070927
2017-11,000001.SH,水,-0.035632,0.334992,-0.067875,-0.12921,-0.230549,-0.219765,-0.069524
2017-12,000001.SH,水,0.848054,-0.08359,-0.157045,-0.25871,-0.190905,-0.245914,-0.039649
2018-01,000001.SH,土,-0.545573,-0.43069,-0.385209,-0.317139,-0.321308,-0.257485,-0.075274
2018-02,000001.SH,木,-0.286763,-0.284913,-0.186509,-0.300907,-0.26468,-0.097704,-0.059954
2018-03,000001.SH,木,-0.283057,-0.131214,-0.348114,-0.207321,-0.273403,-0.024659,-0.068388
2018-04,000001.SH,土,0.052788,-0.378394,-0.241533,-0.286909,-0.209265,-0.001263,-0.036712
2018-05,000001.SH,火,-0.632981,-0.356224,-0.399218,-0.300902,-0.065998,-0.06357,-0.040075
2018-06,000001.SH,火,0.129224,-0.231347,-0.03612,-0.232896,0.115539,0.046168,0.023817
2018-07,000001.SH,土,-0.476784,-0.109478,-0.32957,-0.19262,0.094685,0.019504,0.072727
2018-08,000001.SH,金,0.515683,-0.241091,-0.186498,0.164565,0.085746,0.059072,0.116245
2018-09,000001.SH,金,-0.62001,-0.404017,-0.3895,0.200095,0.075129,0.029715,0.067991
2018-10,000001.SH,土,-0.065247,-0.226175,-0.027695,0.398803,0.172378,0.125354,0.113048
2018-11,000001.SH,水,-0.359398,-0.008357,0.667126,0.254334,0.156416,0.109647,0.144758
2018-12,000001.SH,水,0.535051,1.689419,1.359096,0.426751,0.225728,0.223034,0.180095
2019-01,000001.SH,土,3.71188,1.924538,1.012384,0.28736,0.181548,0.15165,0.160877
2019-02,000001.SH,木,0.815182,0.315131,-0.056248,-0.036865,-0.031149,-0.020624,0.092325
2019-03,000001.SH,木,-0.047165,-0.319502,-0.13712,-0.116476,-0.017492,-0.110156,0.055278
2019-04,000001.SH,土,-0.514001,-0.17886,-0.176451,-0.094639,-0.043855,-0.070902,0.058164
2019-05,000001.SH,火,0.38739,0.072053,-0.017084,-0.01835,-0.008453,-0.01599,0.116814
2019-06,000001.SH,火,-0.171612,-0.172676,-0.095339,0.048404,-0.100983,0.001944,0.097976
2019-07,000001.SH,土,-0.17374,-0.054608,-0.0047,0.030247,-0.032795,0.128728,0.076343
2019-08,000001.SH,金,0.081701,0.092377,-0.019615,-0.00411,-0.015625,0.176505,0.108094
2019-09,000001.SH,金,0.103158,-0.066656,0.214987,-0.103791,0.036644,0.10769,0.108243
2019-10,000001.SH,土,-0.21033,0.275083,0.066421,-0.046543,0.177067,0.100877,0.100492
2019-11,000001.SH,水,1.058883,0.239282,0.011641,-0.013624,0.250238,0.18098,0.113963
2019-12,000001.SH,水,-0.254051,-0.290874,-0.338931,-0.042457,0.074073,0.138664,0.092391
2020-01,000001.SH,土,-0.325879,-0.377678,-0.147541,0.236624,0.112608,0.170177,0.062692
2020-02,000001.SH,木,-0.425496,-0.041392,-0.038258,0.389876,0.243507,0.218302,0.096386
2020-03,000001.SH,木,0.599518,0.244347,0.386981,0.369076,0.364935,0.25147,0.087425
2020-04,000001.SH,土,-0.031958,0.291549,0.793915,0.271091,0.300503,0.205159,0.03217
2020-05,000001.SH,火,0.723169,1.442056,1.0086,0.413979,0.318217,0.267542,0.05694
2020-06,000001.SH,火,2.460854,1.168583,0.351402,0.354044,0.209308,0.203211,0.067094
2020-07,000001.SH,土,0.358842,-0.155529,-0.099359,0.107302,0.055501,0.026389,-0.008612
2020-08,000001.SH,金,-0.475191,-0.266765,-0.004612,0.067907,0.087223,0.043661,-0.028916
2020-09,000001.SH,金,0.024438,0.370844,0.356691,0.143966,0.157517,0.108796,-0.030556
2020-10,000001.SH,土,0.834384,0.561273,0.361382,0.142647,0.072092,0.100107,-0.052723
2020-11,000001.SH,水,0.328823,0.172802,0.145711,0.136271,0.060267,0.050749,-0.036093
2020-12,000001.SH,水,0.0351,0.063846,-0.035404,0.06918,0.036673,0.047999,-0.056872
2021-01,000001.SH,土,0.09339,-0.068834,-0.040944,-0.048611,0.024676,-0.03492,-0.033194
2021-02,000001.SH,木,-0.206989,-0.101788,0.126908,0.019966,0.020878,-0.013329,-0.03325
2021-03,000001.SH,木,0.017369,0.343363,0.185103,0.074707,0.077373,-0.055117,-0.024867
2021-04,000001.SH,土,0.773815,0.279072,-0.056218,0.059151,-0.032903,-0.115988,-0.01809
2021-05,000001.SH,火,-0.077681,-0.31158,-0.076828,-0.028335,-0.056083,-0.11867,-0.05854
2021-06,000001.SH,火,-0.486162,-0.076401,-0.025406,0.027238,-0.123836,-0.053624,-0.055731
2021-07,000001.SH,土,0.660126,0.342218,0.188623,-0.021031,-0.135058,-0.04242,-0.015771
2021-08,000001.SH,金,0.085188,0.005762,0.022705,-0.045537,-0.132191,-0.096445,-0.061734
2021-09,000001.SH,金,-0.06785,-0.007174,0.082726,-0.169258,-0.062848,-0.152395,-0.066335
2021-10,000001.SH,土,0.057452,0.166903,-0.193705,-0.262166,-0.108984,-0.184321,-0.077504
2021-11,000001.SH,水,0.287684,-0.295938,-0.109225,-0.200606,-0.132993,-0.115758,-0.077989
2021-12,000001.SH,水,-0.615043,-0.259121,-0.362598,-0.128121,-0.218819,-0.15125,-0.095931
2022-01,000001.SH,土,0.425877,-0.179811,-0.324814,-0.063342,-0.181169,-0.031465,-0.089192
2022-02,000001.SH,木,-0.528213,-0.535384,-0.282612,-0.144639,-0.117924,-0.052768,-0.066803
2022-03,000001.SH,木,-0.542447,-0.115378,0.19261,-0.13519,-0.066239,0.006352,-0.032988
2022-04,000001.SH,土,0.710309,0.925428,0.299389,-0.098263,0.09231,0.09065,0.009435
2022-05,000001.SH,火,1.167604,0.132587,0.019871,-0.021903,0.039179,0.005692,-0.015754
2022-06,000001.SH,火,-0.408216,-0.300435,-0.372891,-0.173764,-0.04903,-0.057834,-0.06559
2022-07,000001.SH,土,-0.173024,-0.354445,-0.374221,0.001496,0.028807,0.01162,-0.049562
2022-08,000001.SH,金,-0.496066,-0.455641,-0.061966,0.04897,0.00101,-0.02569,-0.057875
2022-09,000001.SH,金,-0.411974,0.279796,0.088591,0.171059,0.079085,0.028464,0.050332
2022-10,000001.SH,土,1.785383,0.48115,0.602794,0.319139,0.18727,0.043301,0.06467
2022-11,000001.SH,水,-0.212386,0.215833,0.173026,0.034066,-0.013288,-0.038607,0.02741
2022-12,000001.SH,水,0.876872,0.431544,0.259775,0.074363,0.009168,-0.037006,0.041622
2023-01,000001.SH,土,0.09188,0.0321,0.085684,0.021846,-0.095823,-0.143479,-0.000778
2023-02,000001.SH,木,-0.024407,0.082599,-0.088432,-0.095036,-0.100297,-0.080629,0.006277
2023-03,000001.SH,木,0.201341,-0.118851,-0.08376,-0.096769,-0.119491,-0.070791,0.009562
2023-04,000001.SH,土,-0.353702,-0.199834,-0.038238,-0.174858,-0.208563,-0.065732,-0.006678
2023-05,000001.SH,火,-0.009332,0.173236,-0.101592,-0.106172,-0.078014,-0.036743,0.022058
2023-06,000001.SH,火,0.389449,-0.144448,-0.109592,-0.13683,-0.066427,-0.073282,0.037156
2023-07,000001.SH,土,-0.473194,-0.287209,-0.292072,-0.282056,-0.074721,-0.107044,0.041989
2023-08,000001.SH,金,-0.035563,-0.179349,-0.110729,-0.065993,-0.014103,-0.088996,0.112011
2023-09,000001.SH,金,-0.301698,-0.146086,-0.163235,-0.044066,-0.060853,0.072666,0.117271
2023-10,000001.SH,土,0.044203,-0.084025,-0.271898,0.057826,-0.035186,0.086478,0.144583
2023-11,000001.SH,水,-0.196507,-0.39201,-0.019007,0.038078,-0.081635,0.09796,0.13292
2023-12,000001.SH,水,-0.539944,0.083946,0.092074,-0.005056,0.165248,0.126669,0.155031
2024-01,000001.SH,土,1.553907,0.68257,0.536866,0.110629,0.241548,0.165697,0.215211
2024-02,000001.SH,木,0.108514,0.192207,0.098485,-0.111433,0.13997,0.101397,0.17501
2024-03,000001.SH,木,0.282218,0.093505,-0.093547,0.203653,0.138443,0.096864,0.131251
2024-04,000001.SH,土,-0.067433,-0.237856,-0.197394,0.115905,0.063088,0.056109,0.150845
2024-05,000001.SH,火,-0.377135,-0.255416,-0.281236,0.161297,0.10237,0.084448,0.172357
2024-06,000001.SH,火,-0.109912,-0.227885,0.598298,0.275834,0.168841,0.160756,
2024-07,000001.SH,土,-0.330221,1.141756,0.551502,0.223496,0.157295,0.215896,
2024-08,000001.SH,金,5.84871,1.361362,0.876292,0.365205,0.243798,0.357369,
2024-09,000001.SH,金,-0.185827,-0.017922,0.018428,-0.00045,0.043362,0.16373,
2024-10,000001.SH,土,0.184611,0.139036,-0.035166,-0.000483,0.121014,0.205795,
2024-11,000001.SH,水,0.095215,-0.129255,-0.006666,0.012685,0.218514,0.168992,
2024-12,000001.SH,水,-0.307718,-0.053996,-0.018979,0.056057,0.216632,0.184106,
2025-01,000001.SH,土,0.292716,0.16782,0.035447,0.208343,0.298815,0.266829,
2025-02,000001.SH,木,0.054991,-0.073298,0.032414,0.349578,0.234194,0.253543,
2025-03,000001.SH,木,-0.185986,0.021307,0.136833,0.354877,0.260748,0.166716,
2025-04,000001.SH,土,0.281389,0.343473,0.410108,0.454644,0.354923,0.25408,
2025-05,000001.SH,火,0.408565,0.479239,0.764178,0.349424,0.337317,0.267393,
2025-06,000001.SH,火,0.553459,0.974354,0.614743,0.327682,0.176851,,
2025-07,000001.SH,土,1.509287,0.646285,0.500586,0.328145,0.206006,,
2025-08,000001.SH,金,0.08009,0.160423,0.032178,0.164342,0.1351,,
2025-09,000001.SH,金,0.246731,0.009025,0.091654,0.004686,,,
2025-10,000001.SH,土,-0.183359,0.021506,0.17552,0.081169,,,
2025-11,000001.SH,水,0.277764,0.410359,0.313429,0.190348,,,
2025-12,000001.SH,水,0.556714,0.331633,-0.075352,,,,
2026-01,000001.SH,土,0.139096,-0.287377,-0.005609,,,,
2026-02,000001.SH,木,-0.55418,-0.070914,0.078801,,,,
2026-03,000001.SH,木,0.936208,0.678154,,,,,
2026-04,000001.SH,土,0.454494,,,,,,
2026-05,000001.SH,火,,,,,,,
2020-02,000688.SH,木,-0.82558,-0.118181,0.198121,0.427878,0.223375,0.112952,0.024275
2020-03,000688.SH,木,3.458231,2.140168,2.908524,0.898355,0.496136,0.212268,0.029338
2020-04,000688.SH,土,1.211786,2.659636,1.831505,0.428281,0.302406,0.133657,-0.098855
2020-05,000688.SH,火,5.055258,2.203719,0.701695,0.2362,0.08593,0.157736,-0.088499
2020-06,000688.SH,火,0.695025,-0.097897,-0.077976,-0.074343,-0.179408,0.096921,-0.126135
2020-07,000688.SH,土,-0.519895,-0.319974,-0.27954,-0.116695,-0.164455,0.051713,-0.151641
2020-08,000688.SH,金,-0.036804,-0.117435,-0.101959,-0.132515,0.018244,0.012602,-0.149436
2020-09,000688.SH,金,-0.191317,-0.132864,-0.070696,-0.22586,0.162303,-0.035299,-0.18631
2020-10,000688.SH,土,-0.070187,-0.003798,0.082958,-0.100192,0.193053,0.001637,-0.148641
2020-11,000688.SH,水,0.067333,0.168745,-0.162032,0.084251,0.053949,0.065123,-0.150319
2020-12,000688.SH,水,0.279793,-0.257508,-0.355116,0.299871,-0.023202,0.003707,-0.169894
2021-01,000688.SH,土,-0.569232,-0.542225,-0.252367,0.252229,-0.024089,-0.135545,-0.1554
2021-02,000688.SH,木,-0.513524,-0.015057,0.402917,0.181995,0.153783,-0.057336,-0.135599
2021-03,000688.SH,木,0.994161,1.382414,1.620107,0.202171,0.163185,-0.125988,-0.069201
2021-04,000688.SH,土,1.846259,2.003298,1.097389,0.11499,-0.092681,-0.283678,-0.092947
2021-05,000688.SH,火,2.169001,0.800452,-0.004137,0.046333,-0.174346,-0.282362,-0.145291
2021-06,000688.SH,火,0.022917,-0.441738,-0.448414,-0.224978,-0.393845,-0.303833,-0.204464
2021-07,000688.SH,土,-0.695326,-0.594959,-0.407262,-0.403239,-0.499292,-0.315676,-0.21964
2021-08,000688.SH,金,-0.461528,-0.173245,0.099362,-0.248208,-0.35661,-0.285545,-0.191262
2021-09,000688.SH,金,0.269376,0.57083,0.088967,-0.364569,-0.247662,-0.313683,-0.194621
2021-10,000688.SH,土,0.943874,0.008618,-0.399188,-0.539802,-0.282104,-0.276373,-0.208624
2021-11,000688.SH,水,-0.476658,-0.665979,-0.485892,-0.507801,-0.381149,-0.322184,-0.234089
2021-12,000688.SH,水,-0.786813,-0.490447,-0.629215,-0.374665,-0.41157,-0.313469,-0.219385
2022-01,000688.SH,土,0.217914,-0.511007,-0.647506,-0.215265,-0.230089,-0.174799,-0.253582
2022-02,000688.SH,木,-0.803669,-0.810365,-0.528777,-0.321028,-0.256757,-0.207364,-0.196023
2022-03,000688.SH,木,-0.816832,-0.269961,0.054636,-0.258721,-0.156976,-0.008724,-0.163888
2022-04,000688.SH,土,1.909661,1.530633,0.747007,0.13785,0.095711,0.14857,-0.099841
2022-05,000688.SH,火,1.200979,0.353694,-0.021689,-0.066568,-0.057338,0.01796,-0.152725
2022-06,000688.SH,火,-0.167421,-0.347759,-0.478973,-0.246283,-0.028987,-0.09091,-0.197489
2022-07,000688.SH,土,-0.489036,-0.587828,-0.258902,-0.132246,-0.001277,-0.110127,-0.173758
2022-08,000688.SH,金,-0.667519,-0.107479,-0.109389,-0.074673,0.03153,-0.084536,-0.178921
2022-09,000688.SH,金,1.395909,0.457636,0.090326,0.325584,0.094432,-0.054904,-0.036328
2022-10,000688.SH,土,-0.113196,-0.264472,0.016055,0.15939,-0.054172,-0.134532,-0.02044
2022-11,000688.SH,水,-0.389943,0.087582,-0.038603,0.110143,-0.076099,-0.134543,0.003557
2022-12,000688.SH,水,0.938892,0.206893,0.611605,0.096491,-0.098881,-0.112408,0.015008
2023-01,000688.SH,土,-0.248751,0.469302,0.322945,-0.087444,-0.179594,-0.324843,-0.029655
2023-02,000688.SH,木,1.873676,0.755581,0.281903,-0.094294,-0.164346,-0.18452,0.043638
2023-03,000688.SH,木,0.072516,-0.143823,-0.253978,-0.326179,-0.272447,-0.294765,-0.027576
2023-04,000688.SH,土,-0.316524,-0.377807,-0.370527,-0.35394,-0.460457,-0.294526,-0.035302
2023-05,000688.SH,火,-0.433595,-0.395906,-0.36009,-0.325298,-0.298653,-0.294791,-0.037166
2023-06,000688.SH,火,-0.35571,-0.319834,-0.391393,-0.281509,-0.307859,-0.291572,-0.000864
2023-07,000688.SH,土,-0.28196,-0.408486,-0.336917,-0.500483,-0.267206,-0.23284,0.039904
2023-08,000688.SH,金,-0.512717,-0.362797,-0.288615,-0.265757,-0.271576,-0.263575,0.192883
2023-09,000688.SH,金,-0.166752,-0.140459,-0.151785,-0.261886,-0.254784,-0.017386,0.297791
2023-10,000688.SH,土,-0.113336,-0.144201,-0.623701,-0.229649,-0.194636,0.108693,0.272337
2023-11,000688.SH,水,-0.173992,-0.754857,-0.242165,-0.262904,-0.255034,0.163693,0.238169
2023-12,000688.SH,水,-0.927247,-0.274112,-0.357695,-0.301494,0.031989,0.160715,0.256062
2024-01,000688.SH,土,6.242439,0.908469,0.577049,0.178208,0.589416,0.394594,0.484583
2024-02,000688.SH,木,-0.497096,-0.264089,-0.283075,-0.261386,0.342537,0.335631,0.357308
2024-03,000688.SH,木,0.076875,-0.144012,-0.240377,0.308103,0.413797,0.34084,0.283403
2024-04,000688.SH,土,-0.31959,-0.362009,-0.119765,0.595635,0.338593,0.319173,0.430765
2024-05,000688.SH,火,-0.401782,0.001182,-0.239041,0.837183,0.643453,0.314573,0.543277
2024-06,000688.SH,火,0.675585,-0.141754,1.252609,0.928775,0.620453,0.409137,
2024-07,000688.SH,土,-0.5604,1.611833,1.892468,0.65072,0.509627,0.409614,
2024-08,000688.SH,金,14.517912,6.41949,3.435514,1.415213,0.577343,0.932268,
2024-09,000688.SH,金,2.547438,1.37137,0.651496,0.374396,0.205154,0.714063,
2024-10,000688.SH,土,0.585199,0.126831,-0.057941,0.090612,0.109287,0.460136,
2024-11,000688.SH,水,-0.198997,-0.273768,0.315125,-0.059374,0.46479,0.317413,
2024-12,000688.SH,水,-0.341559,0.68513,0.14379,0.029496,0.735441,0.359241,
2025-01,000688.SH,土,3.312709,0.507512,0.262589,0.203724,0.689785,0.580379,
2025-02,000688.SH,木,-0.473047,-0.316847,-0.327229,0.545893,0.318176,0.379336,
2025-03,000688.SH,木,-0.114345,-0.239823,-0.073376,1.137675,0.439727,0.228426,
2025-04,000688.SH,土,-0.347523,-0.052186,0.147603,0.954863,0.703182,0.551797,
2025-05,000688.SH,火,0.376832,0.521965,2.552154,0.845129,0.752284,0.81177,
2025-06,000688.SH,火,0.682396,4.705546,3.931508,0.794603,0.349473,,
2025-07,000688.SH,土,18.349342,7.44317,2.329975,1.074894,0.715995,,
2025-08,000688.SH,金,2.684214,0.381428,-0.041568,0.230724,0.447572,,
2025-09,000688.SH,金,-0.482021,-0.511157,-0.346934,-0.294079,,,
2025-10,000688.SH,土,-0.538653,-0.266704,0.292858,0.231838,,,
2025-11,000688.SH,水,0.165551,1.164273,0.580375,0.779015,,,
2025-12,000688.SH,水,3.018768,0.84024,-0.236945,,,,
2026-01,000688.SH,土,-0.157333,-0.667503,0.173699,,,,
2026-02,000688.SH,木,-0.868805,0.385183,1.002622,,,,
2026-03,000688.SH,木,13.625006,6.82419,,,,,
2026-04,000688.SH,土,3.185842,,,,,,
2026-05,000688.SH,火,,,,,,,
2010-02,000858.SZ,木,0.057073,-0.320681,-0.382137,0.279707,0.559466,0.17582,0.12106
2010-03,000858.SZ,木,-0.563441,-0.527626,-0.452649,0.485163,0.316905,0.132056,0.079713
2010-04,000858.SZ,土,-0.488874,-0.387117,0.246716,0.927547,0.34584,0.254089,0.163997
2010-05,000858.SZ,火,-0.265102,0.947096,1.650509,1.477523,0.457104,0.327835,0.138975
2010-06,000858.SZ,火,4.158789,4.033619,3.029786,1.042673,0.442342,0.474205,0.162774
2010-07,000858.SZ,土,3.911485,2.561632,1.980178,0.398319,0.256556,0.367889,0.122452
2010-08,000858.SZ,金,1.582767,1.321437,1.315828,0.080367,0.054587,0.273643,0.013309
2010-09,000858.SZ,金,1.086549,1.192889,0.035418,-0.137098,0.054346,0.057384,-0.006283
