month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2010-07,601288.SH,,癸,未,水,土,土
2010-08,601288.SH,-0.035842,甲,申,木,金,金
2010-09,601288.SH,-0.02974,乙,酉,木,金,金
2010-10,601288.SH,0.057471,丙,戌,火,土,土
2010-11,601288.SH,-0.054348,丁,亥,火,水,水
2010-12,601288.SH,0.02682,戊,子,土,水,水
2011-01,601288.SH,-0.022388,己,丑,土,土,土
2011-02,601288.SH,-0.003817,庚,寅,金,木,木
2011-03,601288.SH,0.057471,辛,卯,金,木,木
2011-04,601288.SH,0.065217,壬,辰,水,土,土
2011-05,601288.SH,-0.034014,癸,巳,水,火,火
2011-06,601288.SH,-0.014085,甲,午,木,火,火
2011-07,601288.SH,-0.042857,乙,未,木,土,土
2011-08,601288.SH,-0.026119,丙,申,火,金,金
2011-09,601288.SH,-0.057471,丁,酉,火,金,金
2011-10,601288.SH,0.089431,戊,戌,土,土,土
2011-11,601288.SH,-0.052239,己,亥,土,水,水
2011-12,601288.SH,0.031496,庚,子,金,水,水
2012-01,601288.SH,0.030534,辛,丑,金,土,土
2012-02,601288.SH,0.018519,壬,寅,水,木,木
2012-03,601288.SH,-0.025455,癸,卯,水,木,木
2012-04,601288.SH,0.014925,甲,辰,木,土,土
2012-05,601288.SH,-0.029412,乙,巳,木,火,火
2012-06,601288.SH,-0.018939,丙,午,火,火,火
2012-07,601288.SH,-0.027027,丁,未,火,土,土
2012-08,601288.SH,-0.015873,戊,申,土,金,金
2012-09,601288.SH,-0.008065,己,酉,土,金,金
2012-10,601288.SH,0.01626,庚,戌,金,土,土
2012-11,601288.SH,0.04,辛,亥,金,水,水
2012-12,601288.SH,0.076923,壬,子,水,水,水
2013-01,601288.SH,0.1,癸,丑,水,土,土
2013-02,601288.SH,-0.025974,甲,寅,木,木,木
2013-03,601288.SH,-0.1,乙,卯,木,木,木
2013-04,601288.SH,-0.003704,丙,辰,火,土,土
2013-05,601288.SH,0.01487,丁,巳,火,火,火
2013-06,601288.SH,-0.098901,戊,午,土,火,火
2013-07,601288.SH,-0.004065,己,未,土,土,土
2013-08,601288.SH,0.008163,庚,申,金,金,金
2013-09,601288.SH,0.012146,辛,酉,金,金,金
2013-10,601288.SH,0.02,壬,戌,水,土,土
2013-11,601288.SH,0.027451,癸,亥,水,水,水
2013-12,601288.SH,-0.053435,甲,子,木,水,水
2014-01,601288.SH,-0.040323,乙,丑,木,土,土
2014-02,601288.SH,-0.021008,丙,寅,火,木,木
2014-03,601288.SH,0.038627,丁,卯,火,木,木
2014-04,601288.SH,0.0,戊,辰,土,土,土
2014-05,601288.SH,0.028926,己,巳,土,火,火
2014-06,601288.SH,0.012048,庚,午,金,火,火
2014-07,601288.SH,0.0,辛,未,金,土,土
2014-08,601288.SH,-0.035714,壬,申,水,金,金
2014-09,601288.SH,0.024691,癸,酉,水,金,金
2014-10,601288.SH,0.028112,甲,戌,木,土,土
2014-11,601288.SH,0.113281,乙,亥,木,水,水
2014-12,601288.SH,0.301754,丙,子,火,水,水
2015-01,601288.SH,-0.067385,丁,丑,火,土,土
2015-02,601288.SH,-0.034682,戊,寅,土,木,木
2015-03,601288.SH,0.098802,己,卯,土,木,木
2015-04,601288.SH,0.079019,庚,辰,金,土,土
2015-05,601288.SH,-0.080808,辛,巳,金,火,火
2015-06,601288.SH,0.019231,壬,午,水,火,火
2015-07,601288.SH,-0.072776,癸,未,水,土,土
2015-08,601288.SH,-0.130814,甲,申,木,金,金
2015-09,601288.SH,0.013378,乙,酉,木,金,金
2015-10,601288.SH,0.036304,丙,戌,火,土,土
2015-11,601288.SH,0.003185,丁,亥,火,水,水
2015-12,601288.SH,0.025397,戊,子,土,水,水
2016-01,601288.SH,-0.074303,己,丑,土,土,土
2016-02,601288.SH,0.0,庚,寅,金,木,木
2016-03,601288.SH,0.070234,辛,卯,金,木,木
2016-04,601288.SH,-0.025,壬,辰,水,土,土
2016-05,601288.SH,0.022436,癸,巳,水,火,火
2016-06,601288.SH,0.003135,甲,午,木,火,火
2016-07,601288.SH,-0.028125,乙,未,木,土,土
2016-08,601288.SH,0.032154,丙,申,火,金,金
2016-09,601288.SH,-0.024922,丁,酉,火,金,金
2016-10,601288.SH,0.009585,戊,戌,土,土,土
2016-11,601288.SH,0.015823,己,亥,土,水,水
2016-12,601288.SH,-0.034268,庚,子,金,水,水
2017-01,601288.SH,0.035484,辛,丑,金,土,土
2017-02,601288.SH,0.012461,壬,寅,水,木,木
