month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2012-08,801080.SI,,戊,申,土,金,金
2012-09,801080.SI,-0.002002,己,酉,土,金,金
2012-10,801080.SI,-0.006997,庚,戌,金,土,土
2012-11,801080.SI,-0.141045,辛,亥,金,水,水
2012-12,801080.SI,0.151986,壬,子,水,水,水
2013-01,801080.SI,0.05358,癸,丑,水,土,土
2013-02,801080.SI,0.065917,甲,寅,木,木,木
2013-03,801080.SI,0.034164,乙,卯,木,木,木
2013-04,801080.SI,-0.021567,丙,辰,火,土,土
2013-05,801080.SI,0.213649,丁,巳,火,火,火
2013-06,801080.SI,-0.110607,戊,午,土,火,火
2013-07,801080.SI,0.062208,己,未,土,土,土
2013-08,801080.SI,0.046284,庚,申,金,金,金
2013-09,801080.SI,0.037065,辛,酉,金,金,金
2013-10,801080.SI,-0.06123,壬,戌,水,土,土
2013-11,801080.SI,0.10916,癸,亥,水,水,水
2013-12,801080.SI,-0.030017,甲,子,木,水,水
2014-01,801080.SI,0.055701,乙,丑,木,土,土
2014-02,801080.SI,0.024022,丙,寅,火,木,木
2014-03,801080.SI,-0.066434,丁,卯,火,木,木
2014-04,801080.SI,0.011599,戊,辰,土,土,土
2014-05,801080.SI,0.040951,己,巳,土,火,火
2014-06,801080.SI,0.042698,庚,午,金,火,火
2014-07,801080.SI,0.015526,辛,未,金,土,土
2014-08,801080.SI,0.090694,壬,申,水,金,金
2014-09,801080.SI,0.071219,癸,酉,水,金,金
2014-10,801080.SI,-0.008567,甲,戌,木,土,土
2014-11,801080.SI,0.00919,乙,亥,木,水,水
2014-12,801080.SI,-0.098732,丙,子,火,水,水
2015-01,801080.SI,0.099891,丁,丑,火,土,土
2015-02,801080.SI,0.073636,戊,寅,土,木,木
2015-03,801080.SI,0.203865,己,卯,土,木,木
2015-04,801080.SI,0.121319,庚,辰,金,土,土
2015-05,801080.SI,0.301226,辛,巳,金,火,火
2015-06,801080.SI,-0.114091,壬,午,水,火,火
2015-07,801080.SI,-0.155438,癸,未,水,土,土
2015-08,801080.SI,-0.160886,甲,申,木,金,金
2015-09,801080.SI,-0.063555,乙,酉,木,金,金
2015-10,801080.SI,0.182198,丙,戌,火,土,土
2015-11,801080.SI,0.141414,丁,亥,火,水,水
2015-12,801080.SI,0.045044,戊,子,土,水,水
2016-01,801080.SI,-0.285994,己,丑,土,土,土
2016-02,801080.SI,-0.026866,庚,寅,金,木,木
2016-03,801080.SI,0.178465,辛,卯,金,木,木
2016-04,801080.SI,-0.021282,壬,辰,水,土,土
2016-05,801080.SI,0.044862,癸,巳,水,火,火
2016-06,801080.SI,0.089117,甲,午,木,火,火
2016-07,801080.SI,-0.052405,乙,未,木,土,土
2016-08,801080.SI,0.043421,丙,申,火,金,金
2016-09,801080.SI,-0.00712,丁,酉,火,金,金
2016-10,801080.SI,0.02823,戊,戌,土,土,土
2016-11,801080.SI,0.00876,己,亥,土,水,水
2016-12,801080.SI,-0.059928,庚,子,金,水,水
2017-01,801080.SI,-0.014953,辛,丑,金,土,土
2017-02,801080.SI,0.032826,壬,寅,水,木,木
2017-03,801080.SI,0.032286,癸,卯,水,木,木
2017-04,801080.SI,-0.022188,甲,辰,木,土,土
2017-05,801080.SI,-0.043888,乙,巳,木,火,火
2017-06,801080.SI,0.060034,丙,午,火,火,火
