month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2010-01,000858.SZ,,丁,丑,火,土,土
2010-02,000858.SZ,-0.039397,戊,寅,土,木,木
2010-03,000858.SZ,0.004636,己,卯,土,木,木
2010-04,000858.SZ,-0.066738,庚,辰,金,土,土
2010-05,000858.SZ,-0.054393,辛,巳,金,火,火
2010-06,000858.SZ,-0.025342,壬,午,水,火,火
2010-07,000858.SZ,0.146513,癸,未,水,土,土
2010-08,000858.SZ,0.141829,甲,申,木,金,金
2010-09,000858.SZ,0.082282,乙,酉,木,金,金
2010-10,000858.SZ,0.06321,丙,戌,火,土,土
2010-11,000858.SZ,0.072055,丁,亥,火,水,水
2010-12,000858.SZ,-0.115001,戊,子,土,水,水
2011-01,000858.SZ,-0.051401,己,丑,土,土,土
2011-02,000858.SZ,0.003653,庚,寅,金,木,木
2011-03,000858.SZ,-0.032757,辛,卯,金,木,木
2011-04,000858.SZ,0.033866,壬,辰,水,土,土
2011-05,000858.SZ,0.001213,癸,巳,水,火,火
2011-06,000858.SZ,0.082096,甲,午,木,火,火
2011-07,000858.SZ,0.06383,乙,未,木,土,土
2011-08,000858.SZ,0.063158,丙,申,火,金,金
2011-09,000858.SZ,-0.101485,丁,酉,火,金,金
2011-10,000858.SZ,0.010744,戊,戌,土,土,土
2011-11,000858.SZ,0.022895,己,亥,土,水,水
2011-12,000858.SZ,-0.126033,庚,子,金,水,水
2012-01,000858.SZ,-0.024695,辛,丑,金,土,土
2012-02,000858.SZ,0.101594,壬,寅,水,木,木
2012-03,000858.SZ,-0.068104,癸,卯,水,木,木
2012-04,000858.SZ,0.084653,甲,辰,木,土,土
2012-05,000858.SZ,-0.09461,乙,巳,木,火,火
2012-06,000858.SZ,0.015814,丙,午,火,火,火
2012-07,000858.SZ,0.068376,丁,未,火,土,土
2012-08,000858.SZ,-0.069429,戊,申,土,金,金
2012-09,000858.SZ,0.040835,己,酉,土,金,金
2012-10,000858.SZ,-0.00885,庚,戌,金,土,土
2012-11,000858.SZ,-0.197321,辛,亥,金,水,水
2012-12,000858.SZ,0.046719,壬,子,水,水,水
2013-01,000858.SZ,-0.096706,癸,丑,水,土,土
2013-02,000858.SZ,-0.041569,甲,寅,木,木,木
2013-03,000858.SZ,-0.085925,乙,卯,木,木,木
2013-04,000858.SZ,-0.017457,丙,辰,火,土,土
2013-05,000858.SZ,0.082005,丁,巳,火,火,火
2013-06,000858.SZ,-0.156211,戊,午,土,火,火
2013-07,000858.SZ,-0.054391,己,未,土,土,土
2013-08,000858.SZ,0.022164,庚,申,金,金,金
2013-09,000858.SZ,-0.070728,辛,酉,金,金,金
2013-10,000858.SZ,-0.093889,壬,戌,水,土,土
2013-11,000858.SZ,0.026977,癸,亥,水,水,水
2013-12,000858.SZ,-0.065075,甲,子,木,水,水
2014-01,000858.SZ,-0.065134,乙,丑,木,土,土
2014-02,000858.SZ,0.043033,丙,寅,火,木,木
2014-03,000858.SZ,0.091683,丁,卯,火,木,木
2014-04,000858.SZ,0.055789,戊,辰,土,土,土
2014-05,000858.SZ,-0.046591,己,巳,土,火,火
2014-06,000858.SZ,0.068534,庚,午,金,火,火
2014-07,000858.SZ,0.081428,辛,未,金,土,土
2014-08,000858.SZ,-0.034038,壬,申,水,金,金
2014-09,000858.SZ,-0.013881,癸,酉,水,金,金
2014-10,000858.SZ,-0.042231,甲,戌,木,土,土
2014-11,000858.SZ,0.023177,乙,亥,木,水,水
2014-12,000858.SZ,0.187845,丙,子,火,水,水
2015-01,000858.SZ,0.032558,丁,丑,火,土,土
2015-02,000858.SZ,-0.036937,戊,寅,土,木,木
2015-03,000858.SZ,0.084191,己,卯,土,木,木
2015-04,000858.SZ,0.126402,庚,辰,金,土,土
2015-05,000858.SZ,0.027576,辛,巳,金,火,火
2015-06,000858.SZ,0.181513,壬,午,水,火,火
2015-07,000858.SZ,-0.188328,癸,未,水,土,土
2015-11,000858.SZ,-0.066071,丁,亥,火,水,水
2015-12,000858.SZ,0.135248,戊,子,土,水,水
2016-01,000858.SZ,-0.132698,己,丑,土,土,土
2016-02,000858.SZ,-0.050719,庚,寅,金,木,木
2016-03,000858.SZ,0.251558,辛,卯,金,木,木
2016-04,000858.SZ,0.010317,壬,辰,水,土,土
2016-05,000858.SZ,0.057394,癸,巳,水,火,火
2016-06,000858.SZ,0.08325,甲,午,木,火,火
2016-07,000858.SZ,0.111897,乙,未,木,土,土
2016-08,000858.SZ,-0.034835,丙,申,火,金,金
2016-09,000858.SZ,-0.0444,丁,酉,火,金,金
2016-10,000858.SZ,0.048561,戊,戌,土,土,土
2016-11,000858.SZ,0.027158,己,亥,土,水,水
2016-12,000858.SZ,-0.040356,庚,子,金,水,水
2017-01,000858.SZ,0.073086,辛,丑,金,土,土
2017-02,000858.SZ,0.069189,壬,寅,水,木,木
2017-03,000858.SZ,0.086957,癸,卯,水,木,木
2017-04,000858.SZ,0.05814,甲,辰,木,土,土
2017-05,000858.SZ,0.052308,乙,巳,木,火,火
2017-06,000858.SZ,0.16249,丙,午,火,火,火
2017-07,000858.SZ,0.001797,丁,未,火,土,土
2017-08,000858.SZ,-0.004842,戊,申,土,金,金
2017-09,000858.SZ,0.032258,己,酉,土,金,金
2017-10,000858.SZ,0.163059,庚,戌,金,土,土
2017-11,000858.SZ,-0.015311,辛,亥,金,水,水
2017-12,000858.SZ,0.217683,壬,子,水,水,水
2018-01,000858.SZ,0.056335,癸,丑,水,土,土
2018-02,000858.SZ,-0.119697,甲,寅,木,木,木
2018-03,000858.SZ,-0.106624,乙,卯,木,木,木
2018-04,000858.SZ,0.024412,丙,辰,火,土,土
2018-05,000858.SZ,0.161812,丁,巳,火,火,火
2018-06,000858.SZ,-0.037731,戊,午,土,火,火
2018-07,000858.SZ,-0.050658,己,未,土,土,土
2018-08,000858.SZ,-0.142065,庚,申,金,金,金
2018-09,000858.SZ,0.097738,辛,酉,金,金,金
2018-10,000858.SZ,-0.291391,壬,戌,水,土,土
2018-11,000858.SZ,0.088058,癸,亥,水,水,水
2018-12,000858.SZ,-0.028822,甲,子,木,水,水
