month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2010-01,399001.SZ,,丁,丑,火,土,土
2010-02,399001.SZ,0.024672,戊,寅,土,木,木
2010-03,399001.SZ,0.004639,己,卯,土,木,木
2010-04,399001.SZ,-0.106593,庚,辰,金,土,土
2010-05,399001.SZ,-0.085855,辛,巳,金,火,火
2010-06,399001.SZ,-0.080089,壬,午,水,火,火
2010-07,399001.SZ,0.148974,癸,未,水,土,土
2010-08,399001.SZ,0.051307,甲,申,木,金,金
2010-09,399001.SZ,0.01145,乙,酉,木,金,金
2010-10,399001.SZ,0.165557,丙,戌,火,土,土
2010-11,399001.SZ,-0.077125,丁,亥,火,水,水
2010-12,399001.SZ,0.009911,戊,子,土,水,水
2011-01,399001.SZ,-0.037233,己,丑,土,土,土
2011-02,399001.SZ,0.075679,庚,寅,金,木,木
2011-03,399001.SZ,-0.026315,辛,卯,金,木,木
2011-04,399001.SZ,-0.019893,壬,辰,水,土,土
2011-05,399001.SZ,-0.052615,癸,巳,水,火,火
2011-06,399001.SZ,0.038216,甲,午,木,火,火
2011-07,399001.SZ,-0.00995,乙,未,木,土,土
2011-08,399001.SZ,-0.049452,丙,申,火,金,金
2011-09,399001.SZ,-0.096964,丁,酉,火,金,金
2011-10,399001.SZ,0.018322,戊,戌,土,土,土
2011-11,399001.SZ,-0.075139,己,亥,土,水,水
2011-12,399001.SZ,-0.079907,庚,子,金,水,水
2012-01,399001.SZ,0.043148,辛,丑,金,土,土
2012-02,399001.SZ,0.080742,壬,寅,水,木,木
2012-03,399001.SZ,-0.064107,癸,卯,水,木,木
2012-04,399001.SZ,0.081839,甲,辰,木,土,土
2012-05,399001.SZ,-0.003829,乙,巳,木,火,火
2012-06,399001.SZ,-0.063215,丙,午,火,火,火
2012-07,399001.SZ,-0.046429,丁,未,火,土,土
2012-08,399001.SZ,-0.093632,戊,申,土,金,金
2012-09,399001.SZ,0.057024,己,酉,土,金,金
2012-10,399001.SZ,-0.024129,庚,戌,金,土,土
2012-11,399001.SZ,-0.06689,辛,亥,金,水,水
2012-12,399001.SZ,0.153511,壬,子,水,水,水
2013-01,399001.SZ,0.060461,癸,丑,水,土,土
2013-02,399001.SZ,-0.002714,甲,寅,木,木,木
2013-03,399001.SZ,-0.077962,乙,卯,木,木,木
2013-04,399001.SZ,-0.022316,丙,辰,火,土,土
2013-05,399001.SZ,0.065187,丁,巳,火,火,火
2013-06,399001.SZ,-0.16888,戊,午,土,火,火
2013-07,399001.SZ,0.009218,己,未,土,土,土
2013-08,399001.SZ,0.056286,庚,申,金,金,金
2013-09,399001.SZ,0.038048,辛,酉,金,金,金
2013-10,399001.SZ,-0.00824,壬,戌,水,土,土
2013-11,399001.SZ,0.011629,癸,亥,水,水,水
2013-12,399001.SZ,-0.049261,甲,子,木,水,水
2014-01,399001.SZ,-0.067615,乙,丑,木,土,土
2014-02,399001.SZ,-0.027297,丙,寅,火,木,木
2014-03,399001.SZ,-0.023941,丁,卯,火,木,木
2014-04,399001.SZ,0.017148,戊,辰,土,土,土
2014-05,399001.SZ,0.007106,己,巳,土,火,火
2014-06,399001.SZ,-0.002927,庚,午,金,火,火
2014-07,399001.SZ,0.083564,辛,未,金,土,土
2014-08,399001.SZ,-0.014479,壬,申,水,金,金
2014-09,399001.SZ,0.030433,癸,酉,水,金,金
2014-10,399001.SZ,0.017978,甲,戌,木,土,土
2014-11,399001.SZ,0.094414,乙,亥,木,水,水
2014-12,399001.SZ,0.223544,丙,子,火,水,水
2015-01,399001.SZ,0.012354,丁,丑,火,土,土
2015-02,399001.SZ,0.054435,戊,寅,土,木,木
2015-03,399001.SZ,0.119325,己,卯,土,木,木
2015-04,399001.SZ,0.12598,庚,辰,金,土,土
2015-05,399001.SZ,0.0865,辛,巳,金,火,火
2015-06,399001.SZ,-0.109468,壬,午,水,火,火
2015-07,399001.SZ,-0.136959,癸,未,水,土,土
2015-08,399001.SZ,-0.147491,甲,申,木,金,金
2015-09,399001.SZ,-0.053171,乙,酉,木,金,金
2015-10,399001.SZ,0.155963,丙,戌,火,土,土
2015-11,399001.SZ,0.042595,丁,亥,火,水,水
2015-12,399001.SZ,0.052088,戊,子,土,水,水
