month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2012-08,801160.SI,,戊,申,土,金,金
2012-09,801160.SI,-0.013164,己,酉,土,金,金
2012-10,801160.SI,0.017086,庚,戌,金,土,土
2012-11,801160.SI,-0.053912,辛,亥,金,水,水
2012-12,801160.SI,0.127543,壬,子,水,水,水
2013-01,801160.SI,0.056634,癸,丑,水,土,土
2013-02,801160.SI,0.038746,甲,寅,木,木,木
2013-03,801160.SI,0.019367,乙,卯,木,木,木
2013-04,801160.SI,-0.042792,丙,辰,火,土,土
2013-05,801160.SI,0.111043,丁,巳,火,火,火
2013-06,801160.SI,-0.13794,戊,午,土,火,火
2013-07,801160.SI,0.027892,己,未,土,土,土
2013-08,801160.SI,0.007376,庚,申,金,金,金
2013-09,801160.SI,0.017958,辛,酉,金,金,金
2013-10,801160.SI,0.056911,壬,戌,水,土,土
2013-11,801160.SI,0.013129,癸,亥,水,水,水
2013-12,801160.SI,-0.043099,甲,子,木,水,水
2014-01,801160.SI,-0.039073,乙,丑,木,土,土
2014-02,801160.SI,0.019218,丙,寅,火,木,木
2014-03,801160.SI,-0.03197,丁,卯,火,木,木
2014-04,801160.SI,-0.01007,戊,辰,土,土,土
2014-05,801160.SI,0.005415,己,巳,土,火,火
2014-06,801160.SI,0.021329,庚,午,金,火,火
2014-07,801160.SI,0.05476,辛,未,金,土,土
2014-08,801160.SI,0.061019,壬,申,水,金,金
2014-09,801160.SI,0.117859,癸,酉,水,金,金
2014-10,801160.SI,0.029221,甲,戌,木,土,土
2014-11,801160.SI,0.073719,乙,亥,木,水,水
2014-12,801160.SI,0.168415,丙,子,火,水,水
2015-01,801160.SI,-0.009148,丁,丑,火,土,土
2015-02,801160.SI,0.028848,戊,寅,土,木,木
2015-03,801160.SI,0.150296,己,卯,土,木,木
2015-04,801160.SI,0.205778,庚,辰,金,土,土
2015-05,801160.SI,0.11402,辛,巳,金,火,火
2015-06,801160.SI,-0.009436,壬,午,水,火,火
2015-07,801160.SI,-0.162513,癸,未,水,土,土
2015-08,801160.SI,-0.096721,甲,申,木,金,金
2015-09,801160.SI,-0.085235,乙,酉,木,金,金
2015-10,801160.SI,0.128217,丙,戌,火,土,土
2015-11,801160.SI,0.018203,丁,亥,火,水,水
2015-12,801160.SI,-0.009185,戊,子,土,水,水
2016-01,801160.SI,-0.265774,己,丑,土,土,土
2016-02,801160.SI,-0.020782,庚,寅,金,木,木
2016-03,801160.SI,0.124001,辛,卯,金,木,木
2016-04,801160.SI,-0.02852,壬,辰,水,土,土
2016-05,801160.SI,-0.022994,癸,巳,水,火,火
2016-06,801160.SI,0.004832,甲,午,木,火,火
2016-07,801160.SI,0.026128,乙,未,木,土,土
2016-08,801160.SI,0.048988,丙,申,火,金,金
2016-09,801160.SI,-0.012051,丁,酉,火,金,金
2016-10,801160.SI,0.022777,戊,戌,土,土,土
2016-11,801160.SI,0.025969,己,亥,土,水,水
2016-12,801160.SI,-0.042944,庚,子,金,水,水
2017-01,801160.SI,-0.007799,辛,丑,金,土,土
2017-02,801160.SI,0.036462,壬,寅,水,木,木
2017-03,801160.SI,-0.000944,癸,卯,水,木,木
2017-04,801160.SI,0.021036,甲,辰,木,土,土
2017-05,801160.SI,-0.045504,乙,巳,木,火,火
2017-06,801160.SI,0.009724,丙,午,火,火,火
2017-07,801160.SI,-0.042517,丁,未,火,土,土
2017-08,801160.SI,0.026931,戊,申,土,金,金
2017-09,801160.SI,-0.014906,己,酉,土,金,金
2017-10,801160.SI,0.004184,庚,戌,金,土,土
2017-11,801160.SI,-0.04767,辛,亥,金,水,水
2017-12,801160.SI,-0.007462,壬,子,水,水,水
2018-01,801160.SI,-0.037455,癸,丑,水,土,土
2018-02,801160.SI,-0.042008,甲,寅,木,木,木
2018-03,801160.SI,0.008011,乙,卯,木,木,木
2018-04,801160.SI,-0.046218,丙,辰,火,土,土
2018-05,801160.SI,-0.004766,丁,巳,火,火,火
2018-06,801160.SI,-0.099222,戊,午,土,火,火
2018-07,801160.SI,0.026407,己,未,土,土,土
2018-08,801160.SI,-0.083995,庚,申,金,金,金
2018-09,801160.SI,0.019109,辛,酉,金,金,金
2018-10,801160.SI,-0.091809,壬,戌,水,土,土
2018-11,801160.SI,0.020393,癸,亥,水,水,水
2018-12,801160.SI,-0.00409,甲,子,木,水,水
2019-01,801160.SI,-0.033799,乙,丑,木,土,土
2019-02,801160.SI,0.151996,丙,寅,火,木,木
2019-03,801160.SI,0.058329,丁,卯,火,木,木
2019-04,801160.SI,-0.032985,戊,辰,土,土,土
2019-05,801160.SI,-0.046099,己,巳,土,火,火
2019-06,801160.SI,0.021383,庚,午,金,火,火
2019-07,801160.SI,-0.024344,辛,未,金,土,土
2019-08,801160.SI,-0.024035,壬,申,水,金,金
2019-09,801160.SI,-0.011071,癸,酉,水,金,金
2019-10,801160.SI,-0.000919,甲,戌,木,土,土
2019-11,801160.SI,-0.020113,乙,亥,木,水,水
2019-12,801160.SI,0.027418,丙,子,火,水,水
2020-01,801160.SI,-0.036216,丁,丑,火,土,土
2020-02,801160.SI,-0.027113,戊,寅,土,木,木
2020-03,801160.SI,-0.015999,己,卯,土,木,木
2020-04,801160.SI,0.019142,庚,辰,金,土,土
2020-05,801160.SI,-0.021354,辛,巳,金,火,火
2020-06,801160.SI,0.026054,壬,午,水,火,火
2020-07,801160.SI,0.09198,癸,未,水,土,土
2020-08,801160.SI,0.030881,甲,申,木,金,金
2020-09,801160.SI,-0.059897,乙,酉,木,金,金
2020-10,801160.SI,-0.013513,丙,戌,火,土,土
2020-11,801160.SI,0.036802,丁,亥,火,水,水
2020-12,801160.SI,-0.011908,戊,子,土,水,水
2021-01,801160.SI,-0.048699,己,丑,土,土,土
2021-02,801160.SI,0.018117,庚,寅,金,木,木
2021-03,801160.SI,0.151215,辛,卯,金,木,木
2021-04,801160.SI,-0.089747,壬,辰,水,土,土
2021-05,801160.SI,0.046018,癸,巳,水,火,火
2021-06,801160.SI,-0.008621,甲,午,木,火,火
2021-07,801160.SI,-0.031981,乙,未,木,土,土
2021-08,801160.SI,0.116028,丙,申,火,金,金
2021-09,801160.SI,0.158924,丁,酉,火,金,金
2021-10,801160.SI,-0.078192,戊,戌,土,土,土
2021-11,801160.SI,-0.007189,己,亥,土,水,水
2021-12,801160.SI,0.089435,庚,子,金,水,水
2022-01,801160.SI,-0.127655,辛,丑,金,土,土
2022-02,801160.SI,0.078925,壬,寅,水,木,木
2022-03,801160.SI,-0.096074,癸,卯,水,木,木
2022-04,801160.SI,-0.057892,甲,辰,木,土,土
2022-05,801160.SI,0.090973,乙,巳,木,火,火
2022-06,801160.SI,0.006087,丙,午,火,火,火
2022-07,801160.SI,0.040464,丁,未,火,土,土
2022-08,801160.SI,-0.004564,戊,申,土,金,金
2022-09,801160.SI,-0.078308,己,酉,土,金,金
2022-10,801160.SI,-0.034311,庚,戌,金,土,土
2022-11,801160.SI,0.081483,辛,亥,金,水,水
2022-12,801160.SI,-0.046377,壬,子,水,水,水
2023-01,801160.SI,0.02146,癸,丑,水,土,土
2023-02,801160.SI,0.011333,甲,寅,木,木,木
2023-03,801160.SI,-0.017075,乙,卯,木,木,木
2023-04,801160.SI,0.022178,丙,辰,火,土,土
2023-05,801160.SI,0.042789,丁,巳,火,火,火
2023-06,801160.SI,-0.013654,戊,午,土,火,火
2023-07,801160.SI,-0.021252,己,未,土,土,土
2023-08,801160.SI,-0.044973,庚,申,金,金,金
2023-09,801160.SI,-0.008155,辛,酉,金,金,金
2023-10,801160.SI,-0.008387,壬,戌,水,土,土
2023-11,801160.SI,0.003731,癸,亥,水,水,水
2023-12,801160.SI,0.003311,甲,子,木,水,水
2024-01,801160.SI,-0.009591,乙,丑,木,土,土
2024-02,801160.SI,0.035338,丙,寅,火,木,木
2024-03,801160.SI,0.035631,丁,卯,火,木,木
2024-04,801160.SI,0.012988,戊,辰,土,土,土
2024-05,801160.SI,0.031453,己,巳,土,火,火
2024-06,801160.SI,0.007267,庚,午,金,火,火
2024-07,801160.SI,-0.008413,辛,未,金,土,土
2024-08,801160.SI,-0.046755,壬,申,水,金,金
2024-09,801160.SI,0.089174,癸,酉,水,金,金
2024-10,801160.SI,-0.041613,甲,戌,木,土,土
2024-11,801160.SI,-0.022302,乙,亥,木,水,水
2024-12,801160.SI,0.022431,丙,子,火,水,水
2025-01,801160.SI,-0.051765,丁,丑,火,土,土
2025-02,801160.SI,-0.009369,戊,寅,土,木,木
2025-03,801160.SI,0.018729,己,卯,土,木,木
2025-04,801160.SI,0.014585,庚,辰,金,土,土
2025-05,801160.SI,0.023147,辛,巳,金,火,火
2025-06,801160.SI,-0.005443,壬,午,水,火,火
2025-07,801160.SI,-0.00772,癸,未,水,土,土
2025-08,801160.SI,0.025288,甲,申,木,金,金
2025-09,801160.SI,0.004058,乙,酉,木,金,金
2025-10,801160.SI,0.044731,丙,戌,火,土,土
2025-11,801160.SI,-0.017565,丁,亥,火,水,水
2025-12,801160.SI,-0.024618,戊,子,土,水,水
2026-01,801160.SI,0.031859,己,丑,土,土,土
2026-02,801160.SI,0.045356,庚,寅,金,木,木
2026-03,801160.SI,0.012504,辛,卯,金,木,木
2026-04,801160.SI,0.001559,壬,辰,水,土,土
2026-05,801160.SI,0.047583,癸,巳,水,火,火
