month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2010-01,801960.SI,,丁,丑,火,土,土
2010-02,801960.SI,0.001703,戊,寅,土,木,木
2010-03,801960.SI,0.0328,己,卯,土,木,木
2010-04,801960.SI,-0.125338,庚,辰,金,土,土
2010-05,801960.SI,-0.132429,辛,巳,金,火,火
2010-06,801960.SI,-0.086391,壬,午,水,火,火
2010-07,801960.SI,0.13807,癸,未,水,土,土
2010-08,801960.SI,-0.048186,甲,申,木,金,金
2010-09,801960.SI,0.005998,乙,酉,木,金,金
2010-10,801960.SI,0.092523,丙,戌,火,土,土
2010-11,801960.SI,-0.040777,丁,亥,火,水,水
2010-12,801960.SI,0.011522,戊,子,土,水,水
2011-01,801960.SI,-0.0013,己,丑,土,土,土
2011-02,801960.SI,0.03832,庚,寅,金,木,木
2011-03,801960.SI,-0.022156,辛,卯,金,木,木
2011-04,801960.SI,0.003612,壬,辰,水,土,土
2011-05,801960.SI,-0.078399,癸,巳,水,火,火
2011-06,801960.SI,0.019469,甲,午,木,火,火
2011-07,801960.SI,-0.013522,乙,未,木,土,土
2011-08,801960.SI,-0.045164,丙,申,火,金,金
2011-09,801960.SI,-0.078227,丁,酉,火,金,金
2011-10,801960.SI,0.025536,戊,戌,土,土,土
2011-11,801960.SI,-0.035652,己,亥,土,水,水
2011-12,801960.SI,-0.0971,庚,子,金,水,水
2012-01,801960.SI,0.051818,辛,丑,金,土,土
2012-02,801960.SI,0.073393,壬,寅,水,木,木
2012-03,801960.SI,-0.071689,癸,卯,水,木,木
2012-04,801960.SI,0.032997,甲,辰,木,土,土
2012-05,801960.SI,-0.004151,乙,巳,木,火,火
2012-06,801960.SI,-0.07744,丙,午,火,火,火
2012-07,801960.SI,-0.075392,丁,未,火,土,土
2012-08,801960.SI,0.009429,戊,申,土,金,金
2012-09,801960.SI,0.03074,己,酉,土,金,金
2012-10,801960.SI,0.024552,庚,戌,金,土,土
2012-11,801960.SI,-0.085152,辛,亥,金,水,水
2012-12,801960.SI,0.133313,壬,子,水,水,水
2013-01,801960.SI,0.057511,癸,丑,水,土,土
2013-02,801960.SI,0.01845,甲,寅,木,木,木
2013-03,801960.SI,0.002662,乙,卯,木,木,木
2013-04,801960.SI,-0.062516,丙,辰,火,土,土
2013-05,801960.SI,0.096603,丁,巳,火,火,火
2013-06,801960.SI,-0.128379,戊,午,土,火,火
2013-07,801960.SI,-0.036191,己,未,土,土,土
2013-08,801960.SI,0.02916,庚,申,金,金,金
2013-09,801960.SI,0.031427,辛,酉,金,金,金
2013-10,801960.SI,0.085487,壬,戌,水,土,土
2013-11,801960.SI,0.029825,癸,亥,水,水,水
2013-12,801960.SI,-0.064586,甲,子,木,水,水
2014-01,801960.SI,-0.018713,乙,丑,木,土,土
2014-02,801960.SI,0.064739,丙,寅,火,木,木
2014-03,801960.SI,-0.058409,丁,卯,火,木,木
2014-04,801960.SI,-0.036223,戊,辰,土,土,土
2014-05,801960.SI,0.023575,己,巳,土,火,火
2014-06,801960.SI,0.018845,庚,午,金,火,火
2014-07,801960.SI,0.057619,辛,未,金,土,土
2014-08,801960.SI,0.050104,壬,申,水,金,金
2014-09,801960.SI,0.040751,癸,酉,水,金,金
