month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2012-08,801010.SI,,戊,申,土,金,金
2012-09,801010.SI,0.007895,己,酉,土,金,金
2012-10,801010.SI,-0.034025,庚,戌,金,土,土
2012-11,801010.SI,-0.101221,辛,亥,金,水,水
2012-12,801010.SI,0.171744,壬,子,水,水,水
2013-01,801010.SI,0.065542,癸,丑,水,土,土
2013-02,801010.SI,0.021825,甲,寅,木,木,木
2013-03,801010.SI,-0.078074,乙,卯,木,木,木
2013-04,801010.SI,-0.037603,丙,辰,火,土,土
2013-05,801010.SI,0.128105,丁,巳,火,火,火
2013-06,801010.SI,-0.172113,戊,午,土,火,火
2013-07,801010.SI,0.018951,己,未,土,土,土
2013-08,801010.SI,0.078982,庚,申,金,金,金
2013-09,801010.SI,0.109142,辛,酉,金,金,金
2013-10,801010.SI,0.020732,壬,戌,水,土,土
2013-11,801010.SI,0.075336,癸,亥,水,水,水
2013-12,801010.SI,-0.028763,甲,子,木,水,水
2014-01,801010.SI,-0.080769,乙,丑,木,土,土
2014-02,801010.SI,0.006631,丙,寅,火,木,木
2014-03,801010.SI,-0.048507,丁,卯,火,木,木
2014-04,801010.SI,-0.019443,戊,辰,土,土,土
2014-05,801010.SI,0.026258,己,巳,土,火,火
2014-06,801010.SI,0.015076,庚,午,金,火,火
2014-07,801010.SI,0.099998,辛,未,金,土,土
2014-08,801010.SI,0.042616,壬,申,水,金,金
2014-09,801010.SI,0.132526,癸,酉,水,金,金
2014-10,801010.SI,-0.007935,甲,戌,木,土,土
2014-11,801010.SI,0.061219,乙,亥,木,水,水
2014-12,801010.SI,-0.054587,丙,子,火,水,水
2015-01,801010.SI,0.107255,丁,丑,火,土,土
2015-02,801010.SI,0.024173,戊,寅,土,木,木
2015-03,801010.SI,0.210213,己,卯,土,木,木
2015-04,801010.SI,0.122969,庚,辰,金,土,土
2015-05,801010.SI,0.245226,辛,巳,金,火,火
2015-06,801010.SI,-0.074093,壬,午,水,火,火
2015-07,801010.SI,-0.084001,癸,未,水,土,土
2015-08,801010.SI,-0.142612,甲,申,木,金,金
2015-09,801010.SI,-0.070818,乙,酉,木,金,金
2015-10,801010.SI,0.153071,丙,戌,火,土,土
2015-11,801010.SI,0.066866,丁,亥,火,水,水
2015-12,801010.SI,0.04548,戊,子,土,水,水
2016-01,801010.SI,-0.245319,己,丑,土,土,土
2016-02,801010.SI,0.022422,庚,寅,金,木,木
2016-03,801010.SI,0.145584,辛,卯,金,木,木
2016-04,801010.SI,-0.037546,壬,辰,水,土,土
2016-05,801010.SI,-3.2e-05,癸,巳,水,火,火
2016-06,801010.SI,0.016006,甲,午,木,火,火
2016-07,801010.SI,0.015518,乙,未,木,土,土
2016-08,801010.SI,0.03337,丙,申,火,金,金
2016-09,801010.SI,-0.033293,丁,酉,火,金,金
2016-10,801010.SI,0.032777,戊,戌,土,土,土
2016-11,801010.SI,0.026981,己,亥,土,水,水
2016-12,801010.SI,-0.016982,庚,子,金,水,水
2017-01,801010.SI,-0.028294,辛,丑,金,土,土
2017-02,801010.SI,0.020096,壬,寅,水,木,木
2017-03,801010.SI,-0.031417,癸,卯,水,木,木
2017-04,801010.SI,-0.056938,甲,辰,木,土,土
2017-05,801010.SI,-0.083776,乙,巳,木,火,火
2017-06,801010.SI,0.025457,丙,午,火,火,火
2017-07,801010.SI,-0.016434,丁,未,火,土,土
2017-08,801010.SI,0.04667,戊,申,土,金,金
2017-09,801010.SI,-0.008512,己,酉,土,金,金
2017-10,801010.SI,0.041647,庚,戌,金,土,土
2017-11,801010.SI,-0.041751,辛,亥,金,水,水
2017-12,801010.SI,0.008168,壬,子,水,水,水
2018-01,801010.SI,0.001146,癸,丑,水,土,土
2018-02,801010.SI,-0.072725,甲,寅,木,木,木
2018-03,801010.SI,-0.002685,乙,卯,木,木,木
2018-04,801010.SI,-0.032676,丙,辰,火,土,土
2018-05,801010.SI,0.059929,丁,巳,火,火,火
2018-06,801010.SI,-0.133427,戊,午,土,火,火
2018-07,801010.SI,0.006835,己,未,土,土,土
2018-08,801010.SI,-0.087801,庚,申,金,金,金
2018-09,801010.SI,0.027234,辛,酉,金,金,金
2018-10,801010.SI,-0.050686,壬,戌,水,土,土
2018-11,801010.SI,0.059145,癸,亥,水,水,水
2018-12,801010.SI,-0.006109,甲,子,木,水,水
2019-01,801010.SI,0.03524,乙,丑,木,土,土
2019-02,801010.SI,0.219772,丙,寅,火,木,木
2019-03,801010.SI,0.175397,丁,卯,火,木,木
2019-04,801010.SI,0.058217,戊,辰,土,土,土
2019-05,801010.SI,-0.017263,己,巳,土,火,火
2019-06,801010.SI,-0.08031,庚,午,金,火,火
2019-07,801010.SI,0.073066,辛,未,金,土,土
2019-08,801010.SI,0.008252,壬,申,水,金,金
2019-09,801010.SI,-0.085305,癸,酉,水,金,金
2019-10,801010.SI,0.125978,甲,戌,木,土,土
2019-11,801010.SI,-0.095732,乙,亥,木,水,水
2019-12,801010.SI,0.016832,丙,子,火,水,水
2020-01,801010.SI,-0.040065,丁,丑,火,土,土
2020-02,801010.SI,0.082493,戊,寅,土,木,木
2020-03,801010.SI,0.112997,己,卯,土,木,木
2020-04,801010.SI,-0.003157,庚,辰,金,土,土
2020-05,801010.SI,-0.043835,辛,巳,金,火,火
2020-06,801010.SI,0.061187,壬,午,水,火,火
2020-07,801010.SI,0.162305,癸,未,水,土,土
2020-08,801010.SI,0.050159,甲,申,木,金,金
2020-09,801010.SI,-0.172886,乙,酉,木,金,金
2020-10,801010.SI,-0.046034,丙,戌,火,土,土
2020-11,801010.SI,0.030727,丁,亥,火,水,水
2020-12,801010.SI,0.018623,戊,子,土,水,水
2021-01,801010.SI,0.003194,己,丑,土,土,土
2021-02,801010.SI,0.083078,庚,寅,金,木,木
2021-03,801010.SI,-0.075628,辛,卯,金,木,木
2021-04,801010.SI,0.001099,壬,辰,水,土,土
2021-05,801010.SI,-0.047223,癸,巳,水,火,火
2021-06,801010.SI,-0.037152,甲,午,木,火,火
2021-07,801010.SI,-0.142527,乙,未,木,土,土
2021-08,801010.SI,-0.004617,丙,申,火,金,金
2021-09,801010.SI,0.094264,丁,酉,火,金,金
2021-10,801010.SI,0.026941,戊,戌,土,土,土
2021-11,801010.SI,0.00303,己,亥,土,水,水
2021-12,801010.SI,0.071337,庚,子,金,水,水
2022-01,801010.SI,-0.04599,辛,丑,金,土,土
2022-02,801010.SI,0.007596,壬,寅,水,木,木
2022-03,801010.SI,0.029416,癸,卯,水,木,木
2022-04,801010.SI,-0.127576,甲,辰,木,土,土
2022-05,801010.SI,0.054802,乙,巳,木,火,火
2022-06,801010.SI,0.040861,丙,午,火,火,火
2022-07,801010.SI,0.035638,丁,未,火,土,土
2022-08,801010.SI,0.005203,戊,申,土,金,金
2022-09,801010.SI,-0.103783,己,酉,土,金,金
2022-10,801010.SI,-0.062556,庚,戌,金,土,土
2022-11,801010.SI,0.0533,辛,亥,金,水,水
2022-12,801010.SI,0.014318,壬,子,水,水,水
2023-01,801010.SI,0.032822,癸,丑,水,土,土
2023-02,801010.SI,0.00581,甲,寅,木,木,木
2023-03,801010.SI,-0.019502,乙,卯,木,木,木
2023-04,801010.SI,-0.042105,丙,辰,火,土,土
2023-05,801010.SI,-0.100528,丁,巳,火,火,火
2023-06,801010.SI,0.029839,戊,午,土,火,火
2023-07,801010.SI,0.056012,己,未,土,土,土
2023-08,801010.SI,-0.081777,庚,申,金,金,金
2023-09,801010.SI,-0.025525,辛,酉,金,金,金
2023-10,801010.SI,0.004069,壬,戌,水,土,土
2023-11,801010.SI,0.027131,癸,亥,水,水,水
2023-12,801010.SI,-0.013633,甲,子,木,水,水
2024-01,801010.SI,-0.132243,乙,丑,木,土,土
2024-02,801010.SI,0.055739,丙,寅,火,木,木
2024-03,801010.SI,0.026432,丁,卯,火,木,木
2024-04,801010.SI,-0.00755,戊,辰,土,土,土
2024-05,801010.SI,0.043285,己,巳,土,火,火
2024-06,801010.SI,-0.110135,庚,午,金,火,火
2024-07,801010.SI,-0.002718,辛,未,金,土,土
2024-08,801010.SI,-0.083591,壬,申,水,金,金
2024-09,801010.SI,0.194839,癸,酉,水,金,金
2024-10,801010.SI,-0.022932,甲,戌,木,土,土
2024-11,801010.SI,-0.002634,乙,亥,木,水,水
2024-12,801010.SI,-0.040945,丙,子,火,水,水
2025-01,801010.SI,-0.02984,丁,丑,火,土,土
2025-02,801010.SI,0.00204,戊,寅,土,木,木
2025-03,801010.SI,0.019701,己,卯,土,木,木
2025-04,801010.SI,0.033857,庚,辰,金,土,土
2025-05,801010.SI,0.024775,辛,巳,金,火,火
2025-06,801010.SI,0.005139,壬,午,水,火,火
2025-07,801010.SI,0.038388,癸,未,水,土,土
2025-08,801010.SI,0.081619,甲,申,木,金,金
2025-09,801010.SI,-0.012134,乙,酉,木,金,金
2025-10,801010.SI,-0.005937,丙,戌,火,土,土
2025-11,801010.SI,0.015129,丁,亥,火,水,水
2025-12,801010.SI,-0.00335,戊,子,土,水,水
2026-01,801010.SI,-0.001462,己,丑,土,土,土
2026-02,801010.SI,-0.001424,庚,寅,金,木,木
2026-03,801010.SI,-0.060866,辛,卯,金,木,木
2026-04,801010.SI,0.021969,壬,辰,水,土,土
2026-05,801010.SI,-0.030382,癸,巳,水,火,火
