month,ts_code,return,heavenly_stem,earthly_branch,stem_wuxing,branch_wuxing,month_wuxing
2012-08,801170.SI,,戊,申,土,金,金
2012-09,801170.SI,-0.015607,己,酉,土,金,金
2012-10,801170.SI,0.01632,庚,戌,金,土,土
2012-11,801170.SI,-0.053192,辛,亥,金,水,水
2012-12,801170.SI,0.140473,壬,子,水,水,水
2013-01,801170.SI,0.052644,癸,丑,水,土,土
2013-02,801170.SI,-0.005363,甲,寅,木,木,木
2013-03,801170.SI,-0.035131,乙,卯,木,木,木
2013-04,801170.SI,-0.044555,丙,辰,火,土,土
2013-05,801170.SI,0.064734,丁,巳,火,火,火
2013-06,801170.SI,-0.169872,戊,午,土,火,火
2013-07,801170.SI,0.002751,己,未,土,土,土
2013-08,801170.SI,0.223026,庚,申,金,金,金
2013-09,801170.SI,0.010294,辛,酉,金,金,金
2013-10,801170.SI,-0.009504,壬,戌,水,土,土
2013-11,801170.SI,0.055127,癸,亥,水,水,水
2013-12,801170.SI,-0.047024,甲,子,木,水,水
2014-01,801170.SI,-0.040847,乙,丑,木,土,土
2014-02,801170.SI,0.011312,丙,寅,火,木,木
2014-03,801170.SI,0.000855,丁,卯,火,木,木
2014-04,801170.SI,-0.008962,戊,辰,土,土,土
2014-05,801170.SI,-0.010878,己,巳,土,火,火
2014-06,801170.SI,-0.006351,庚,午,金,火,火
2014-07,801170.SI,0.075109,辛,未,金,土,土
2014-08,801170.SI,0.039435,壬,申,水,金,金
2014-09,801170.SI,0.155742,癸,酉,水,金,金
2014-10,801170.SI,0.071505,甲,戌,木,土,土
2014-11,801170.SI,0.120756,乙,亥,木,水,水
2014-12,801170.SI,0.123368,丙,子,火,水,水
2015-01,801170.SI,0.004191,丁,丑,火,土,土
2015-02,801170.SI,0.054149,戊,寅,土,木,木
2015-03,801170.SI,0.20525,己,卯,土,木,木
2015-04,801170.SI,0.270384,庚,辰,金,土,土
2015-05,801170.SI,0.04494,辛,巳,金,火,火
2015-06,801170.SI,0.024478,壬,午,水,火,火
2015-07,801170.SI,-0.183488,癸,未,水,土,土
2015-08,801170.SI,-0.082544,甲,申,木,金,金
2015-09,801170.SI,-0.036398,乙,酉,木,金,金
2015-10,801170.SI,0.080248,丙,戌,火,土,土
2015-11,801170.SI,-0.026641,丁,亥,火,水,水
2015-12,801170.SI,0.006553,戊,子,土,水,水
2016-01,801170.SI,-0.263033,己,丑,土,土,土
2016-02,801170.SI,-0.033161,庚,寅,金,木,木
2016-03,801170.SI,0.136296,辛,卯,金,木,木
2016-04,801170.SI,-0.046207,壬,辰,水,土,土
2016-05,801170.SI,-0.008096,癸,巳,水,火,火
2016-06,801170.SI,-0.018346,甲,午,木,火,火
2016-07,801170.SI,0.026766,乙,未,木,土,土
2016-08,801170.SI,0.00498,丙,申,火,金,金
2016-09,801170.SI,-0.029433,丁,酉,火,金,金
2016-10,801170.SI,0.034524,戊,戌,土,土,土
2016-11,801170.SI,0.044396,己,亥,土,水,水
2016-12,801170.SI,-0.048775,庚,子,金,水,水
2017-01,801170.SI,0.007496,辛,丑,金,土,土
2017-02,801170.SI,0.045243,壬,寅,水,木,木
2017-03,801170.SI,0.002954,癸,卯,水,木,木
2017-04,801170.SI,-0.013788,甲,辰,木,土,土
2017-05,801170.SI,-0.021578,乙,巳,木,火,火
2017-06,801170.SI,0.019631,丙,午,火,火,火
2017-07,801170.SI,0.024591,丁,未,火,土,土
